Domain,Have_IP,Have_At,URL_Length,URL_Depth,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
dbsskw.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
icehotel-canada.com,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
osho.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ksacademy.co.in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pbxhosting.com.mx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
odaily.news,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
kristenlogan.uk,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3cx.com.cy,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
gx.net.ua,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tingo.ai,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
edgexads.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
centralparkjakarta.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
technologypearl.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vanguardnewsnetwork.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hayzjc.top,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
czia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
qsrautomations.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ciencia-ficcion.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
petconnection.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dnevnik.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
izanaginike.top,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
marasescortnew.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oro.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
twkagri.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
maxidom.by,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mmfotografia.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
psyparents.ru,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
beaucaire.fr,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
43trix.fun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lunwen000.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
black-blum.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
d-quintet.com,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
bcfranchise.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
weihuachuanmei.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ecgbwj.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mediasat.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
anyplace-hosting.net,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
pagodepg.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
zalaszam.hu,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
intelligentaudit.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
898626.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
suicidepreventionaust.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sofil-photographe.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
lupulus.be,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
amazingpolly.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
clirnet.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
liucheng.name,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
businessingmag.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
stanthonyshs.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
grandkasino.online,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
medievalesartesanos.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deirezzor24.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1stscotia.net,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
gazetacelesi.al,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
aaawin88.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vavada-online-site.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tete-a-tete.org.uk,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
statusour.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scharfegirls.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oyo4d7.co,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
colegialasreales.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mtsgsm.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1917.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
studiotheatre.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pcdob.org.br,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
mihantrader.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taozheapp.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ecorepublicano.es,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
swol123.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
legzocasino-info.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
thedealersden.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eclecticsoapbox.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
agen77c.me,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1win-slots2.fun,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
certina.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tomi-flowers.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ts-amantes.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
longislandgenealogy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
imagine-mms.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
ampslot88resmijp.bid,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
smart-voip.be,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
myrepublica.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0017gou.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
trackthis.link,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
zorgfilm.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
infosecinstitute.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
westwingnow.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hdxxxclips.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
joycasino-f49.top,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ciekawostkihistoryczne.pl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
startlivehealthonline.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1link.pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
readyforfrance.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cyberlogic.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
telecheck.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
liangjiushengwen.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
gol82880.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vibuma.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anguscoote.com.au,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
iaen.edu.ec,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
taronga.org.au,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
qqpay8.cfd,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
narva.com.au,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
phishing-example-5974.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6792.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1844.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4643.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8731.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7947.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9617.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6412.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8624.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4498.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5669.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1237.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8800.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6828.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3205.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5795.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-555.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2890.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3064.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-13.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8322.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5665.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3721.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4007.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-812.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7787.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8015.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5623.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2568.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-190.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2464.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4538.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-302.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4124.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8242.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9901.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3496.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2585.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4170.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8700.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9221.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6382.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4667.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7816.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3083.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7896.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3005.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9743.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8394.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5875.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3761.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6049.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6403.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4466.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2492.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-323.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8812.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8715.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3457.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7327.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1693.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8080.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8938.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1617.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5813.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2847.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8794.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4540.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9160.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3355.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3493.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1726.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7873.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8927.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8631.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5876.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7047.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2608.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7609.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1243.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7825.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-186.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3823.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5458.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4822.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5828.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6086.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9806.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2416.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4129.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8117.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7076.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-286.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7898.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1124.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5256.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3298.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8119.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4952.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8470.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8774.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7567.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1564.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6984.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1043.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4675.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-673.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4871.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1783.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5343.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5776.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4345.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9680.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3448.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4562.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3577.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7620.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3226.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5525.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8326.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9867.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1557.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3170.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6847.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6793.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8219.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-632.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7529.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6763.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-501.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3358.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8162.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6825.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1911.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7095.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2866.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8915.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2020.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7582.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-129.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5824.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3014.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7467.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7515.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6844.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4890.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1188.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1266.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-165.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9222.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4933.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1545.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3184.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7851.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2282.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2900.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7153.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1269.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5868.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4677.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1923.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-548.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9322.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3662.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9054.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1379.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6622.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8580.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7160.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9417.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-624.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-116.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6914.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2842.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8547.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2413.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8857.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3821.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6586.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9972.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4845.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1704.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4850.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-469.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3477.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4715.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9551.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3093.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6514.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9963.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9991.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3667.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3810.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-897.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5098.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7982.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1619.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1186.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-964.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3958.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7171.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7329.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-2182.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9385.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3200.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1897.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3439.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-3709.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7367.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1099.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9382.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6983.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9616.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8798.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9997.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5027.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1694.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4212.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-9879.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4413.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6028.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7618.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5326.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6858.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1638.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4208.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-155.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4512.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8921.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-583.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5833.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5991.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6458.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6441.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-7269.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-8181.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-6692.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-213.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-5412.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-4294.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-399.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
phishing-example-1878.com,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
